class,feature,count,mean,std,min,1%,50%,99%,max
normal,x01,9500.0,0.015042657245550031,1.0121752153941597,-4.212112818877703,-2.370265852158116,0.018644562901807216,2.348099693561975,3.747351367274679
normal,x02,9500.0,0.011818301604297417,1.0072705731714076,-4.49156261867356,-2.3350617870170844,0.017349537108092707,2.3478862522619686,3.7620088150479623
normal,x03,9500.0,0.01457371400096214,1.008529586056955,-4.124603875528071,-2.3961130709469205,0.01406979962954787,2.35272061417657,3.867399162675367
normal,x04,9500.0,0.002652248306324666,1.002274970102688,-3.657322117450558,-2.36113465088607,0.010775725608687073,2.2428860809847633,3.638079476856091
normal,x05,9500.0,0.0009174162528346998,1.0064967219578038,-4.247638478421503,-2.379421415047497,0.005249250165361313,2.329357639141255,3.9449820531929825
normal,x06,9500.0,0.0014404124920087999,1.0017703175828792,-4.661860755027745,-2.357778562490171,0.0031418510834594323,2.286288627764644,4.048611801971659
normal,x07,9500.0,0.0024077621725716804,1.0070068708475306,-3.559950081321383,-2.364315084078541,0.0010339488833029,2.36416136730604,3.5367766725765057
normal,x08,9500.0,-0.0014177339242426622,0.9983271651012054,-3.8176562591345746,-2.321429011125394,-0.0033965222683364884,2.351419857238088,3.6141128545072143
normal,x09,9500.0,0.00272118231961236,1.0056698023992205,-3.6875495274278762,-2.3225916292173596,0.006137748402726305,2.3126106787272294,3.9392647602156696
normal,x10,9500.0,-0.0017490063369669546,0.9971842677893588,-4.096702539616644,-2.32532840317478,-0.004434252445392821,2.2745018329714033,3.516148843306506
normal,x11,9500.0,0.003484610273723653,1.012850944712728,-3.9037621730143015,-2.3535123124659116,-0.008645255778120052,2.3817091917660793,3.7887959463870002
normal,x12,9500.0,0.0036331323171454343,1.0024425822451801,-4.109814190043231,-2.313947885812261,0.00710382961522806,2.32346137439656,4.338684471664506
normal,x13,9500.0,0.011497967878599073,1.0130556421608798,-4.176470834919428,-2.326793446449526,0.014686988044393279,2.3578149662139083,4.119092848341271
normal,x14,9500.0,0.009859687829490945,1.0102886951964067,-4.870497589751057,-2.3721004743387346,0.016641676043889685,2.3657712758444953,4.198907398692906
normal,x15,9500.0,0.012310096996276311,1.0031106200585749,-3.9343469308710093,-2.3572861014931155,0.009975348097116983,2.433662633682714,3.956379084245181
normal,x16,9500.0,-0.022114371601701082,1.0159117602855152,-3.9662060309362825,-2.3900293401442947,-0.02253125013242624,2.383308456393962,3.7410112484090168
normal,x17,9500.0,-0.007485208030281127,1.0129666931720949,-3.836235436405198,-2.387576991458306,-0.005577449738014358,2.3641406168220853,3.8925021364710393
normal,x18,9500.0,-0.002947890280525078,1.0152168303049909,-3.898132547317248,-2.314450183988891,-0.01314155219542622,2.388684606318727,3.874705999267082
normal,x19,9500.0,-0.009252070343988037,1.0159042688514408,-3.7163658243612043,-2.33510689852018,-0.006549379568694044,2.337715278858524,3.980390044709165
normal,x20,9500.0,-0.0006795587198966753,1.0090677970200317,-3.425101649234035,-2.3723615928668256,-0.003994931085810421,2.3781227223029484,4.081207704082747
anomaly,x01,500.0,0.010396715874974916,0.9848113524050128,-2.926255452936274,-2.5462200959778643,0.062094050885170955,2.2374188760639786,2.6771828492180743
anomaly,x02,500.0,-0.00020419423063642482,1.0367481013651212,-3.1671759550244944,-2.4955303216984874,0.02264721106074392,2.4097639700488678,2.9574834315154273
anomaly,x03,500.0,0.05208495219306723,0.9791603295277062,-4.230460910088017,-2.4668677177334177,0.053423565255969876,2.26113956634111,2.522779667924331
anomaly,x04,500.0,-0.06544158952784164,1.0085341489728956,-3.4165735159932193,-2.651302450366866,-0.07682375230216046,2.4158251656373877,3.4114079886852076
anomaly,x05,500.0,-0.004301319350672074,1.038002423658967,-2.629929592102281,-2.4084339449585963,-0.05755385988158795,2.592970857936943,3.3953621199345427
anomaly,x06,500.0,-0.020496452423571166,0.9622593424929301,-2.6054577590313195,-2.206335235526932,-0.03989100932026711,2.006012067959166,2.9343103495066902
anomaly,x07,500.0,0.0018789741810709942,0.9657632093137044,-3.097746879483063,-2.204456780636759,0.005437818605937257,1.9439263398525541,3.137625217454611
anomaly,x08,500.0,0.01821315655055444,0.9715590372321435,-2.7430231933261116,-2.136589817071744,0.025253144182803382,2.0437121547151764,2.9665384319049712
anomaly,x09,500.0,-0.0399937559970905,0.9890434316100285,-2.9432697300996407,-2.224291924451698,-0.01858396221389257,2.367501933917521,3.140290358186754
anomaly,x10,500.0,0.049061839906249,1.0080550065716916,-2.9709602701355604,-2.379023534091253,0.03008584538293648,2.3234473916018072,2.758873349227472
anomaly,x11,500.0,-0.058104984643153425,0.9907652050599518,-3.2445452425553656,-2.51563512265927,-0.04113054348077291,2.0483736435409603,2.922426592981385
anomaly,x12,500.0,0.01008326839879222,0.9387155392211234,-3.0739978720207777,-2.1182845691777756,0.03346805846005256,2.2251518957783274,3.0261236053310268
anomaly,x13,500.0,-0.019123809020805325,1.0449896590459966,-3.340172231993028,-2.539009057522804,-0.019685691678351852,2.5255841621956985,3.3397328260711623
