row_index,label,pyod_batch_score,fixed_training_reference_score
2271,0,31.642617372788706,32.063163696756334
8248,0,37.59762480816008,36.62429883884674
7333,0,21.18525552123391,21.385175489096152
5529,0,22.455092722455205,23.376608725997936
8722,0,20.83879964878123,23.798554216970878
3467,0,28.92504038033144,28.643653464908855
608,0,31.38026013881516,29.303014516890862
6680,0,18.85651090928416,19.729149526888737
4858,0,24.52744002303814,26.870393087821686
4184,0,23.978725163471744,25.170400424023605
2875,0,52.86827794510117,50.89489305820207
6884,0,31.18284602784035,28.011221852227372
7511,0,39.15430928124046,36.96816106430827
7290,0,22.325689957862895,22.855622216088356
7503,0,26.567976800768168,27.813514617876166
628,0,19.995722514990636,19.89053169143192
4357,0,21.207124263594807,22.76389957799626
6175,0,23.744414746030213,24.52929787030822
3870,0,19.781345740616125,21.085844386651424
7584,0,26.49283901950961,26.996023421654723
1224,0,30.676444711562926,31.779484338172608
5319,0,33.981585834048964,33.86799548941222
8863,0,18.513682275865687,18.819250093487085
287,0,22.94759076353414,20.966510390061536
880,0,21.578506122266607,21.808762195712923
1467,0,22.793389184908598,24.712586269325474
4768,0,37.45555690816876,37.32350545027966
7702,0,36.32328325349627,35.39967638701822
6328,0,32.182244132506966,30.496015816697863
9608,0,21.42186644638131,20.343102367038718
3865,0,53.018767916402524,46.96613423853287
3994,0,27.514192851642193,25.383935417726462
1307,0,31.68194192092987,31.119315102738135
792,0,23.659338326303732,22.62436840789633
2286,0,25.15574334392653,23.992912006191375
1650,0,19.18673736848601,17.46590803835457
6747,0,20.843625746828735,20.220797648257633
9728,0,23.228152371867388,23.146341978010465
9003,0,27.145080715000155,23.741540443742785
613,0,26.75571863166083,25.884382284619804
9099,0,26.48288663579125,25.261263670424245
8586,0,24.207019643616526,24.233389946829494
171,1,34.879084082460615,31.07225209086462
4362,0,21.126931704175224,22.005075119329494
4367,0,26.282352916720498,25.90341267968996
800,0,22.065701612456035,22.809593238733946
6421,0,25.47961963893047,25.505241018493663
2811,1,23.256087046327735,22.708329187120118
4288,0,28.924346721033526,28.287868935255794
2647,0,19.57175298960541,19.044927635515737
2526,0,30.29143157798296,33.12160218496038
6864,0,22.313496492694615,22.8375186115246
6286,0,20.15836857608324,19.907955217506135
9793,0,25.046466542265858,25.57746938800928
8654,0,27.20861384861058,28.067937804209084
6409,0,24.76711259335173,25.685629488360853
1851,0,28.25354078559289,25.404698523997457
3923,0,20.01885419976285,20.86913487949335
1768,0,20.786523150817285,21.577755933894483
9578,0,27.760296178960417,31.090407633136586
7514,0,33.452297012885445,38.69971017082525
4908,0,21.08544838670096,20.666681061960674
1545,0,24.288775475845092,26.924003946089417
3438,0,31.299446379126447,29.070718087296953
160,0,29.75186807747774,33.11439966998045
1765,0,19.94715421630599,22.639631537159506
1550,0,26.518213420758485,26.633457614368133
5566,0,20.836045806250418,23.1693535528064
8220,0,29.089147865886126,30.670224891052708
135,0,23.259824265853787,21.97237674401325
211,1,27.987350047284284,30.300771195029107
9024,0,29.91709532471328,31.92495225142256
4296,0,29.687193297797183,29.50580749523038
1022,1,24.32479506477732,24.33900462258066
6959,0,28.02859327448785,28.042567311368103
3124,0,23.29924982814497,22.97735086868725
